,IdU,NombreU,PasswordU,FotoU,EstadoU
2046,U00002047,maría.lópez15@educacion.edu.ec,3409*1082,https://www.mcb.edu.ec/maría_lópez100.png,Activo
2047,U00002048,sergio_andrade@educacion.edu.ec,9716*1561,https://www.mcb.edu.ec/sergio_andrade.png,Activo
2048,U00002049,rocío_gutiérrez@educacion.edu.ec,413*538,https://www.mcb.edu.ec/rocío_gutiérrez.png,Inactivo
2049,U00002050,elías_jiménez@educacion.edu.ec,3439*2389,https://www.mcb.edu.ec/elías_jiménez.png,Inactivo
2050,U00002051,jorge_gómez82@educacion.edu.ec,7172*5108,https://www.mcb.edu.ec/jorge_gómez69.png,Activo
2051,U00002052,rubén_fuentes@educacion.edu.ec,706*9377,https://www.mcb.edu.ec/rubén_fuentes.png,Inactivo
2052,U00002053,roberto_garzón@educacion.edu.ec,7702*2904,https://www.mcb.edu.ec/roberto_garzón.png,Activo
2053,U00002054,teresa_jaramillo@educacion.edu.ec,5129*9957,https://www.mcb.edu.ec/teresa_jaramillo.png,Activo
2054,U00002055,eder.orozco@educacion.edu.ec,9171*4865,https://www.mcb.edu.ec/eder_orozco.png,Inactivo
2055,U00002056,iris.gallego@educacion.edu.ec,3621*3308,https://www.mcb.edu.ec/iris_gallego.png,Activo
2056,U00002057,eduardo.luna@educacion.edu.ec,3519*9552,https://www.mcb.edu.ec/eduardo_luna.png,Activo
2057,U00002058,maría_duque@educacion.edu.ec,2935*2748,https://www.mcb.edu.ec/maría_duque.png,Inactivo
2058,U00002059,milton_mendoza@educacion.edu.ec,4423*5183,https://www.mcb.edu.ec/milton_mendoza.png,Activo
2059,U00002060,olga_mena@educacion.edu.ec,7127*2510,https://www.mcb.edu.ec/olga_mena.png,Activo
2060,U00002061,constanza_melo@educacion.edu.ec,2329*1427,https://www.mcb.edu.ec/constanza_melo.png,Inactivo
2061,U00002062,claudia.buitrago@educacion.edu.ec,8991*1005,https://www.mcb.edu.ec/claudia_buitrago.png,Inactivo
2062,U00002063,liliana_lópez65@educacion.edu.ec,1891*3713,https://www.mcb.edu.ec/liliana_lópez22.png,Inactivo
2063,U00002064,jairo_suárez@educacion.edu.ec,3802*447,https://www.mcb.edu.ec/jairo_suárez.png,Inactivo
2064,U00002065,andrés_hernández@educacion.edu.ec,5198*3064,https://www.mcb.edu.ec/andrés_hernández.png,Activo
2065,U00002066,derly.lópez@educacion.edu.ec,8793*3190,https://www.mcb.edu.ec/derly_lópez.png,Inactivo
2066,U00002067,rubén_vargas@educacion.edu.ec,3957*5301,https://www.mcb.edu.ec/rubén_vargas.png,Activo
2067,U00002068,fernando.sanabria@educacion.edu.ec,6553*4946,https://www.mcb.edu.ec/fernando_sanabria.png,Activo
2068,U00002069,omaira_jiménez@educacion.edu.ec,5843*1508,https://www.mcb.edu.ec/omaira_jiménez.png,Activo
2069,U00002070,elisa_chaparro@educacion.edu.ec,5343*1838,https://www.mcb.edu.ec/elisa_chaparro.png,Inactivo
2070,U00002071,cristian.chávez@educacion.edu.ec,3577*892,https://www.mcb.edu.ec/cristian_chávez.png,Inactivo
2071,U00002072,ana_sierra@educacion.edu.ec,5788*3443,https://www.mcb.edu.ec/ana_sierra.png,Activo
2072,U00002073,stiven.morales80@educacion.edu.ec,1486*5365,https://www.mcb.edu.ec/stiven_morales57.png,Inactivo
2073,U00002074,rocío.bautista@educacion.edu.ec,104*3656,https://www.mcb.edu.ec/rocío_bautista.png,Inactivo
2074,U00002075,óscar_lozano@educacion.edu.ec,6834*1830,https://www.mcb.edu.ec/óscar_lozano.png,Activo
2075,U00002076,elena_peña@educacion.edu.ec,889*9198,https://www.mcb.edu.ec/elena_peña.png,Inactivo
2076,U00002077,kelly.lópez@educacion.edu.ec,1406*1511,https://www.mcb.edu.ec/kelly_lópez.png,Activo
2077,U00002078,claudia_ruiz@educacion.edu.ec,9692*7893,https://www.mcb.edu.ec/claudia_ruiz.png,Inactivo
2078,U00002079,alejandra_molina@educacion.edu.ec,9731*6991,https://www.mcb.edu.ec/alejandra_molina.png,Inactivo
2079,U00002080,graciela_gómez@educacion.edu.ec,2528*7950,https://www.mcb.edu.ec/graciela_gómez.png,Inactivo
2080,U00002081,alejandro_silva@educacion.edu.ec,9273*8192,https://www.mcb.edu.ec/alejandro_silva.png,Inactivo
2081,U00002082,alexander.ortiz@educacion.edu.ec,1036*1371,https://www.mcb.edu.ec/alexander_ortiz.png,Activo
2082,U00002083,enrique_soto@educacion.edu.ec,5162*2318,https://www.mcb.edu.ec/enrique_soto.png,Activo
2083,U00002084,rené.gómez@educacion.edu.ec,1804*1013,https://www.mcb.edu.ec/rené_gómez.png,Inactivo
2084,U00002085,óscar.montes@educacion.edu.ec,1847*9763,https://www.mcb.edu.ec/óscar_montes.png,Activo
2085,U00002086,juliana_martínez@educacion.edu.ec,2361*345,https://www.mcb.edu.ec/juliana_martínez.png,Activo
2086,U00002087,adriana_parada@educacion.edu.ec,3400*2681,https://www.mcb.edu.ec/adriana_parada.png,Inactivo
2087,U00002088,rubén_martínez@educacion.edu.ec,3630*5418,https://www.mcb.edu.ec/rubén_martínez.png,Inactivo
2088,U00002089,alexander.valencia@educacion.edu.ec,2664*1969,https://www.mcb.edu.ec/alexander_valencia.png,Inactivo
2089,U00002090,mauricio.sánchez64@educacion.edu.ec,5464*2717,https://www.mcb.edu.ec/mauricio_sánchez100.png,Activo
2090,U00002091,horacio.meza@educacion.edu.ec,5500*1588,https://www.mcb.edu.ec/horacio_meza.png,Activo
2091,U00002092,antonio.ramírez@educacion.edu.ec,3186*6867,https://www.mcb.edu.ec/antonio_ramírez.png,Activo
2092,U00002093,diego_sánchez@educacion.edu.ec,5241*2966,https://www.mcb.edu.ec/diego_sánchez.png,Inactivo
2093,U00002094,gerardo_hernández@educacion.edu.ec,8202*788,https://www.mcb.edu.ec/gerardo_hernández.png,Activo
2094,U00002095,nicolás.vásquez@educacion.edu.ec,7955*6302,https://www.mcb.edu.ec/nicolás_vásquez.png,Inactivo
2095,U00002096,bernardo_galindo@educacion.edu.ec,117*9109,https://www.mcb.edu.ec/bernardo_galindo.png,Inactivo
2096,U00002097,alexander.paz@educacion.edu.ec,2353*6440,https://www.mcb.edu.ec/alexander_paz.png,Activo
2097,U00002098,octavio.martínez@educacion.edu.ec,1716*7989,https://www.mcb.edu.ec/octavio_martínez.png,Activo
2098,U00002099,óscar_rodríguez@educacion.edu.ec,2860*8477,https://www.mcb.edu.ec/óscar_rodríguez.png,Inactivo
2099,U00002100,milena_blanco@educacion.edu.ec,6258*7047,https://www.mcb.edu.ec/milena_blanco.png,Inactivo
2100,U00002101,alonso_acosta@educacion.edu.ec,9531*7064,https://www.mcb.edu.ec/alonso_acosta.png,Activo
2101,U00002102,carlos.núñez@educacion.edu.ec,4206*6706,https://www.mcb.edu.ec/carlos_núñez.png,Activo
2102,U00002103,maría_mejía@educacion.edu.ec,1891*3233,https://www.mcb.edu.ec/maría_mejía.png,Inactivo
2103,U00002104,cristina.ayala@educacion.edu.ec,3627*4657,https://www.mcb.edu.ec/cristina_ayala.png,Activo
2104,U00002105,alberto_pacheco@educacion.edu.ec,1962*1927,https://www.mcb.edu.ec/alberto_pacheco.png,Inactivo
2105,U00002106,ligia_molina@educacion.edu.ec,3347*7992,https://www.mcb.edu.ec/ligia_molina.png,Activo
2106,U00002107,janeth_ramírez@educacion.edu.ec,6328*9945,https://www.mcb.edu.ec/janeth_ramírez.png,Activo
2107,U00002108,isaías_hernández@educacion.edu.ec,1951*3628,https://www.mcb.edu.ec/isaías_hernández.png,Activo
2108,U00002109,luis_castillo@educacion.edu.ec,774*8513,https://www.mcb.edu.ec/luis_castillo.png,Inactivo
2109,U00002110,camilo_gómez@educacion.edu.ec,594*8558,https://www.mcb.edu.ec/camilo_gómez.png,Inactivo
2110,U00002111,william_uribe@educacion.edu.ec,8678*956,https://www.mcb.edu.ec/william_uribe.png,Activo
2111,U00002112,lucía.cuéllar@educacion.edu.ec,9876*6115,https://www.mcb.edu.ec/lucía_cuéllar.png,Inactivo
2112,U00002113,daniel_sepúlveda@educacion.edu.ec,2205*9280,https://www.mcb.edu.ec/daniel_sepúlveda.png,Inactivo
2113,U00002114,stiven_posada@educacion.edu.ec,5847*8695,https://www.mcb.edu.ec/stiven_posada.png,Activo
2114,U00002115,mauricio_ruiz@educacion.edu.ec,1049*2814,https://www.mcb.edu.ec/mauricio_ruiz.png,Inactivo
2115,U00002116,guillermo_sánchez@educacion.edu.ec,5151*1338,https://www.mcb.edu.ec/guillermo_sánchez.png,Activo
2116,U00002117,dario.velásquez@educacion.edu.ec,4026*6135,https://www.mcb.edu.ec/dario_velásquez.png,Activo
2117,U00002118,josé.loaiza@educacion.edu.ec,418*6582,https://www.mcb.edu.ec/josé_loaiza.png,Inactivo
2118,U00002119,isabel_sánchez@educacion.edu.ec,5456*6625,https://www.mcb.edu.ec/isabel_sánchez.png,Activo
2119,U00002120,juan_ortiz@educacion.edu.ec,5686*5583,https://www.mcb.edu.ec/juan_ortiz.png,Inactivo
2120,U00002121,andrés_peña@educacion.edu.ec,9543*137,https://www.mcb.edu.ec/andrés_peña.png,Inactivo
2121,U00002122,julieth_ortega@educacion.edu.ec,8419*6079,https://www.mcb.edu.ec/julieth_ortega.png,Inactivo
2122,U00002123,erika.quintero@educacion.edu.ec,242*1425,https://www.mcb.edu.ec/erika_quintero.png,Activo
2123,U00002124,leidy_ramírez@educacion.edu.ec,6538*9904,https://www.mcb.edu.ec/leidy_ramírez.png,Activo
2124,U00002125,mauricio_ortiz@educacion.edu.ec,2389*5765,https://www.mcb.edu.ec/mauricio_ortiz.png,Activo
2125,U00002126,javier.murillo@educacion.edu.ec,5318*9365,https://www.mcb.edu.ec/javier_murillo.png,Inactivo
2126,U00002127,eduardo.ayala@educacion.edu.ec,8436*7725,https://www.mcb.edu.ec/eduardo_ayala.png,Activo
2127,U00002128,edith.arrieta@educacion.edu.ec,172*6576,https://www.mcb.edu.ec/edith_arrieta.png,Activo
2128,U00002129,yohana.sánchez@educacion.edu.ec,2440*6189,https://www.mcb.edu.ec/yohana_sánchez.png,Inactivo
2129,U00002130,luis_flórez@educacion.edu.ec,8624*4521,https://www.mcb.edu.ec/luis_flórez.png,Activo
2130,U00002131,nilson_calderón@educacion.edu.ec,107*8768,https://www.mcb.edu.ec/nilson_calderón.png,Inactivo
2131,U00002132,elvira.giraldo@educacion.edu.ec,3171*9180,https://www.mcb.edu.ec/elvira_giraldo.png,Inactivo
2132,U00002133,janeth_figueroa@educacion.edu.ec,9740*9924,https://www.mcb.edu.ec/janeth_figueroa.png,Activo
2133,U00002134,david_martínez@educacion.edu.ec,3010*1565,https://www.mcb.edu.ec/david_martínez.png,Activo
2134,U00002135,laura_mosquera@educacion.edu.ec,5077*1983,https://www.mcb.edu.ec/laura_mosquera.png,Activo
2135,U00002136,luis_arévalo@educacion.edu.ec,1712*3420,https://www.mcb.edu.ec/luis_arévalo.png,Inactivo
2136,U00002137,julio.ariza@educacion.edu.ec,1455*7631,https://www.mcb.edu.ec/julio_ariza.png,Inactivo
2137,U00002138,camilo_gutiérrez@educacion.edu.ec,7914*3705,https://www.mcb.edu.ec/camilo_gutiérrez.png,Activo
2138,U00002139,alexandra_loaiza@educacion.edu.ec,1543*1811,https://www.mcb.edu.ec/alexandra_loaiza.png,Activo
2139,U00002140,anderson.gonzález@educacion.edu.ec,4282*1908,https://www.mcb.edu.ec/anderson_gonzález.png,Inactivo
2140,U00002141,william.londoño@educacion.edu.ec,2706*3250,https://www.mcb.edu.ec/william_londoño.png,Inactivo
2141,U00002142,stella.ruiz@educacion.edu.ec,7633*3992,https://www.mcb.edu.ec/stella_ruiz.png,Inactivo
2142,U00002143,maría.polo@educacion.edu.ec,3850*6626,https://www.mcb.edu.ec/maría_polo.png,Activo
2143,U00002144,silvio_gonzález@educacion.edu.ec,7059*8985,https://www.mcb.edu.ec/silvio_gonzález.png,Inactivo
2144,U00002145,sebastián_restrepo@educacion.edu.ec,1172*3749,https://www.mcb.edu.ec/sebastián_restrepo.png,Inactivo
2145,U00002146,diana_bejarano@educacion.edu.ec,8904*8359,https://www.mcb.edu.ec/diana_bejarano.png,Inactivo
2146,U00002147,rosa_garcía@educacion.edu.ec,8294*9759,https://www.mcb.edu.ec/rosa_garcía.png,Inactivo
2147,U00002148,héctor.álvarez@educacion.edu.ec,4292*874,https://www.mcb.edu.ec/héctor_álvarez.png,Activo
2148,U00002149,octavio_palacios@educacion.edu.ec,2936*8580,https://www.mcb.edu.ec/octavio_palacios.png,Activo
2149,U00002150,martha_zambrano@educacion.edu.ec,1174*1162,https://www.mcb.edu.ec/martha_zambrano.png,Inactivo
2150,U00002151,marina.montes@educacion.edu.ec,920*8896,https://www.mcb.edu.ec/marina_montes.png,Inactivo
2151,U00002152,óscar.aguirre@educacion.edu.ec,9036*7785,https://www.mcb.edu.ec/óscar_aguirre.png,Activo
2152,U00002153,consuelo.lozano@educacion.edu.ec,1374*3624,https://www.mcb.edu.ec/consuelo_lozano.png,Activo
2153,U00002154,nancy_martínez@educacion.edu.ec,1771*5635,https://www.mcb.edu.ec/nancy_martínez.png,Inactivo
2154,U00002155,maría.jiménez63@educacion.edu.ec,5205*4565,https://www.mcb.edu.ec/maría_jiménez80.png,Inactivo
2155,U00002156,alejandra_ruiz@educacion.edu.ec,9091*9140,https://www.mcb.edu.ec/alejandra_ruiz.png,Inactivo
2156,U00002157,humberto.galvis@educacion.edu.ec,7040*2911,https://www.mcb.edu.ec/humberto_galvis.png,Inactivo
2157,U00002158,gerardo_gonzález@educacion.edu.ec,7949*1071,https://www.mcb.edu.ec/gerardo_gonzález.png,Activo
2158,U00002159,ángel.guerrero@educacion.edu.ec,7004*8730,https://www.mcb.edu.ec/ángel_guerrero.png,Inactivo
2159,U00002160,carlos.gonzález@educacion.edu.ec,8614*4743,https://www.mcb.edu.ec/carlos_gonzález.png,Activo
2160,U00002161,david_gutiérrez@educacion.edu.ec,3301*1393,https://www.mcb.edu.ec/david_gutiérrez.png,Inactivo
2161,U00002162,alirio.ríos86@educacion.edu.ec,1151*9297,https://www.mcb.edu.ec/alirio_ríos33.png,Activo
2162,U00002163,rita.ramírez@educacion.edu.ec,1370*9526,https://www.mcb.edu.ec/rita_ramírez.png,Inactivo
2163,U00002164,camila.franco@educacion.edu.ec,632*1875,https://www.mcb.edu.ec/camila_franco.png,Inactivo
2164,U00002165,lady_mosquera@educacion.edu.ec,1851*95,https://www.mcb.edu.ec/lady_mosquera.png,Activo
2165,U00002166,josé_hernández@educacion.edu.ec,1478*2412,https://www.mcb.edu.ec/josé_hernández.png,Inactivo
2166,U00002167,isabel.bautista19@educacion.edu.ec,5370*6688,https://www.mcb.edu.ec/isabel_bautista10.png,Inactivo
2167,U00002168,yesid.trujillo@educacion.edu.ec,2977*3418,https://www.mcb.edu.ec/yesid_trujillo.png,Activo
2168,U00002169,césar_valencia@educacion.edu.ec,8139*9827,https://www.mcb.edu.ec/césar_valencia.png,Activo
2169,U00002170,maría_buitrago@educacion.edu.ec,3178*8760,https://www.mcb.edu.ec/maría_buitrago.png,Activo
2170,U00002171,alejandra.gómez@educacion.edu.ec,1602*479,https://www.mcb.edu.ec/alejandra_gómez.png,Activo
2171,U00002172,eduardo_alzate@educacion.edu.ec,8481*8784,https://www.mcb.edu.ec/eduardo_alzate.png,Activo
2172,U00002173,fredy.bonilla@educacion.edu.ec,705*5034,https://www.mcb.edu.ec/fredy_bonilla.png,Activo
2173,U00002174,vanessa.rodríguez@educacion.edu.ec,9384*1084,https://www.mcb.edu.ec/vanessa_rodríguez.png,Activo
2174,U00002175,jesús_contreras@educacion.edu.ec,2615*3232,https://www.mcb.edu.ec/jesús_contreras.png,Inactivo
2175,U00002176,julián.ospina@educacion.edu.ec,3975*3452,https://www.mcb.edu.ec/julián_ospina.png,Activo
2176,U00002177,esperanza.molina@educacion.edu.ec,989*5021,https://www.mcb.edu.ec/esperanza_molina.png,Activo
2177,U00002178,emilia.ramírez@educacion.edu.ec,743*3272,https://www.mcb.edu.ec/emilia_ramírez.png,Activo
2178,U00002179,beatriz.buitrago@educacion.edu.ec,2602*5833,https://www.mcb.edu.ec/beatriz_buitrago.png,Activo
2179,U00002180,mayra_álvarez@educacion.edu.ec,1153*4455,https://www.mcb.edu.ec/mayra_álvarez.png,Activo
2180,U00002181,juan_bustos@educacion.edu.ec,2392*6007,https://www.mcb.edu.ec/juan_bustos.png,Inactivo
2181,U00002182,beatriz_bernal@educacion.edu.ec,9620*4670,https://www.mcb.edu.ec/beatriz_bernal.png,Inactivo
2182,U00002183,joel.martínez@educacion.edu.ec,5597*9269,https://www.mcb.edu.ec/joel_martínez.png,Inactivo
2183,U00002184,maría.peña99@educacion.edu.ec,7579*7523,https://www.mcb.edu.ec/maría_peña10.png,Activo
2184,U00002185,dario.garcía@educacion.edu.ec,6481*9517,https://www.mcb.edu.ec/dario_garcía.png,Inactivo
2185,U00002186,ángel_pérez@educacion.edu.ec,6720*2015,https://www.mcb.edu.ec/ángel_pérez.png,Inactivo
2186,U00002187,antonio_vanegas@educacion.edu.ec,7952*5457,https://www.mcb.edu.ec/antonio_vanegas.png,Activo
2187,U00002188,jesús_duarte@educacion.edu.ec,6665*150,https://www.mcb.edu.ec/jesús_duarte.png,Inactivo
2188,U00002189,rafael.trujillo@educacion.edu.ec,2323*484,https://www.mcb.edu.ec/rafael_trujillo.png,Inactivo
2189,U00002190,diana_parra@educacion.edu.ec,4109*144,https://www.mcb.edu.ec/diana_parra.png,Inactivo
2190,U00002191,antonio_rodríguez@educacion.edu.ec,6175*3038,https://www.mcb.edu.ec/antonio_rodríguez.png,Activo
2191,U00002192,lucía.garcía@educacion.edu.ec,1845*1794,https://www.mcb.edu.ec/lucía_garcía.png,Inactivo
2192,U00002193,daniel.ceballos@educacion.edu.ec,188*9215,https://www.mcb.edu.ec/daniel_ceballos.png,Inactivo
2193,U00002194,leonel_reyes@educacion.edu.ec,9713*4807,https://www.mcb.edu.ec/leonel_reyes.png,Inactivo
2194,U00002195,alexander.cerón@educacion.edu.ec,8023*691,https://www.mcb.edu.ec/alexander_cerón.png,Inactivo
2195,U00002196,eugenia.salazar@educacion.edu.ec,5594*6244,https://www.mcb.edu.ec/eugenia_salazar.png,Activo
2196,U00002197,samir.valderrama@educacion.edu.ec,8741*9039,https://www.mcb.edu.ec/samir_valderrama.png,Inactivo
2197,U00002198,hugo_romero@educacion.edu.ec,1534*8972,https://www.mcb.edu.ec/hugo_romero.png,Inactivo
2198,U00002199,maría_garcía1@educacion.edu.ec,8874*155,https://www.mcb.edu.ec/maría_garcía72.png,Activo
2199,U00002200,miguel_gutiérrez@educacion.edu.ec,8447*8871,https://www.mcb.edu.ec/miguel_gutiérrez.png,Inactivo
2200,U00002201,mercedes_velásquez@educacion.edu.ec,1328*4104,https://www.mcb.edu.ec/mercedes_velásquez.png,Activo
2201,U00002202,carlos_benavides@educacion.edu.ec,2506*5814,https://www.mcb.edu.ec/carlos_benavides.png,Activo
2202,U00002203,josé_rivera@educacion.edu.ec,9282*3134,https://www.mcb.edu.ec/josé_rivera.png,Inactivo
2203,U00002204,diana.delgado@educacion.edu.ec,5077*8433,https://www.mcb.edu.ec/diana_delgado.png,Inactivo
2204,U00002205,wilson_sánchez@educacion.edu.ec,9304*796,https://www.mcb.edu.ec/wilson_sánchez.png,Activo
2205,U00002206,carlos.fernández@educacion.edu.ec,2536*9153,https://www.mcb.edu.ec/carlos_fernández.png,Activo
2206,U00002207,maría_acevedo50@educacion.edu.ec,7503*8028,https://www.mcb.edu.ec/maría_acevedo80.png,Inactivo
2207,U00002208,marcela.guerrero@educacion.edu.ec,9799*58,https://www.mcb.edu.ec/marcela_guerrero.png,Inactivo
2208,U00002209,alexander.peña@educacion.edu.ec,4677*5637,https://www.mcb.edu.ec/alexander_peña.png,Inactivo
2209,U00002210,patricia.flórez@educacion.edu.ec,4060*2138,https://www.mcb.edu.ec/patricia_flórez.png,Inactivo
2210,U00002211,juan.castañeda@educacion.edu.ec,8509*9579,https://www.mcb.edu.ec/juan_castañeda.png,Activo
2211,U00002212,óscar_gallego@educacion.edu.ec,8661*8376,https://www.mcb.edu.ec/óscar_gallego.png,Activo
2212,U00002213,stiven.barragán@educacion.edu.ec,4971*1146,https://www.mcb.edu.ec/stiven_barragán.png,Inactivo
2213,U00002214,manuel_castillo39@educacion.edu.ec,9722*6812,https://www.mcb.edu.ec/manuel_castillo17.png,Activo
2214,U00002215,alberto.barrera@educacion.edu.ec,7812*7088,https://www.mcb.edu.ec/alberto_barrera.png,Inactivo
2215,U00002216,julieth.mosquera@educacion.edu.ec,1968*9999,https://www.mcb.edu.ec/julieth_mosquera.png,Inactivo
2216,U00002217,josé_osorio@educacion.edu.ec,8226*1200,https://www.mcb.edu.ec/josé_osorio.png,Activo
2217,U00002218,jairo.meza@educacion.edu.ec,6729*8819,https://www.mcb.edu.ec/jairo_meza.png,Inactivo
2218,U00002219,beatriz.ruiz@educacion.edu.ec,4298*3505,https://www.mcb.edu.ec/beatriz_ruiz.png,Inactivo
2219,U00002220,patricia_bedoya@educacion.edu.ec,9107*165,https://www.mcb.edu.ec/patricia_bedoya.png,Activo
2220,U00002221,josé.osorio@educacion.edu.ec,5757*8338,https://www.mcb.edu.ec/josé_osorio.png,Activo
2221,U00002222,josé_martínez@educacion.edu.ec,1045*1775,https://www.mcb.edu.ec/josé_martínez.png,Inactivo
2222,U00002223,diana.martínez@educacion.edu.ec,6706*4632,https://www.mcb.edu.ec/diana_martínez.png,Activo
2223,U00002224,iván.medina@educacion.edu.ec,7648*1806,https://www.mcb.edu.ec/iván_medina.png,Inactivo
2224,U00002225,ana_garcía42@educacion.edu.ec,2977*8382,https://www.mcb.edu.ec/ana_garcía44.png,Activo
2225,U00002226,martha.pérez@educacion.edu.ec,895*5310,https://www.mcb.edu.ec/martha_pérez.png,Activo
2226,U00002227,elena_rivas@educacion.edu.ec,5882*5791,https://www.mcb.edu.ec/elena_rivas.png,Activo
2227,U00002228,ricardo.ortiz@educacion.edu.ec,7329*1672,https://www.mcb.edu.ec/ricardo_ortiz.png,Activo
2228,U00002229,elena_franco@educacion.edu.ec,6538*61,https://www.mcb.edu.ec/elena_franco.png,Activo
2229,U00002230,juan.vergara@educacion.edu.ec,5853*7246,https://www.mcb.edu.ec/juan_vergara.png,Inactivo
2230,U00002231,daniel_osorio@educacion.edu.ec,4910*2931,https://www.mcb.edu.ec/daniel_osorio.png,Activo
2231,U00002232,patricia_anaya@educacion.edu.ec,6338*7171,https://www.mcb.edu.ec/patricia_anaya.png,Inactivo
2232,U00002233,josé_hernández1@educacion.edu.ec,4748*6557,https://www.mcb.edu.ec/josé_hernández98.png,Inactivo
2233,U00002234,jairo_cardona@educacion.edu.ec,8403*1894,https://www.mcb.edu.ec/jairo_cardona.png,Activo
2234,U00002235,joel_uribe@educacion.edu.ec,9689*4000,https://www.mcb.edu.ec/joel_uribe.png,Inactivo
2235,U00002236,valentina.gómez@educacion.edu.ec,3382*1001,https://www.mcb.edu.ec/valentina_gómez.png,Inactivo
2236,U00002237,adrián_ramírez@educacion.edu.ec,585*8970,https://www.mcb.edu.ec/adrián_ramírez.png,Inactivo
2237,U00002238,andrés_gómez@educacion.edu.ec,7967*190,https://www.mcb.edu.ec/andrés_gómez.png,Inactivo
2238,U00002239,fredy_erazo@educacion.edu.ec,637*3518,https://www.mcb.edu.ec/fredy_erazo.png,Activo
2239,U00002240,liliana_puentes@educacion.edu.ec,8512*1689,https://www.mcb.edu.ec/liliana_puentes.png,Inactivo
2240,U00002241,mónica_acosta@educacion.edu.ec,1655*9017,https://www.mcb.edu.ec/mónica_acosta.png,Inactivo
2241,U00002242,esteban.bohórquez9@educacion.edu.ec,6181*4267,https://www.mcb.edu.ec/esteban_bohórquez34.png,Activo
2242,U00002243,esther.flórez@educacion.edu.ec,4400*6902,https://www.mcb.edu.ec/esther_flórez.png,Inactivo
2243,U00002244,josé_galindo@educacion.edu.ec,9901*9915,https://www.mcb.edu.ec/josé_galindo.png,Inactivo
2244,U00002245,paula.muñoz@educacion.edu.ec,2219*4245,https://www.mcb.edu.ec/paula_muñoz.png,Inactivo
2245,U00002246,jhon.londoño@educacion.edu.ec,9636*2598,https://www.mcb.edu.ec/jhon_londoño.png,Inactivo
2246,U00002247,diego_álvarez@educacion.edu.ec,2522*6786,https://www.mcb.edu.ec/diego_álvarez.png,Activo
2247,U00002248,jairo_quintero@educacion.edu.ec,8384*7052,https://www.mcb.edu.ec/jairo_quintero.png,Activo
2248,U00002249,victoria_monroy@educacion.edu.ec,804*7991,https://www.mcb.edu.ec/victoria_monroy.png,Inactivo
2249,U00002250,viviana.rojas@educacion.edu.ec,113*156,https://www.mcb.edu.ec/viviana_rojas.png,Activo
2250,U00002251,inés.pulido@educacion.edu.ec,6447*8410,https://www.mcb.edu.ec/inés_pulido.png,Activo
2251,U00002252,fernando_castro@educacion.edu.ec,2695*7905,https://www.mcb.edu.ec/fernando_castro.png,Inactivo
2252,U00002253,yudy.garcía@educacion.edu.ec,9019*8926,https://www.mcb.edu.ec/yudy_garcía.png,Inactivo
2253,U00002254,sofía.díaz@educacion.edu.ec,9773*9651,https://www.mcb.edu.ec/sofía_díaz.png,Activo
2254,U00002255,diana_márquez@educacion.edu.ec,4618*9077,https://www.mcb.edu.ec/diana_márquez.png,Activo
2255,U00002256,dayana_díaz@educacion.edu.ec,2550*736,https://www.mcb.edu.ec/dayana_díaz.png,Inactivo
2256,U00002257,antonio.moreno@educacion.edu.ec,5803*6488,https://www.mcb.edu.ec/antonio_moreno.png,Activo
2257,U00002258,lucía_lópez@educacion.edu.ec,465*9255,https://www.mcb.edu.ec/lucía_lópez.png,Inactivo
2258,U00002259,carlos_vargas@educacion.edu.ec,3455*9857,https://www.mcb.edu.ec/carlos_vargas.png,Activo
2259,U00002260,alexander_garcía@educacion.edu.ec,207*4017,https://www.mcb.edu.ec/alexander_garcía.png,Activo
2260,U00002261,josé.serna@educacion.edu.ec,6924*350,https://www.mcb.edu.ec/josé_serna.png,Inactivo
2261,U00002262,héctor_bedoya@educacion.edu.ec,8481*2021,https://www.mcb.edu.ec/héctor_bedoya.png,Inactivo
2262,U00002263,luz_quintero@educacion.edu.ec,3151*1938,https://www.mcb.edu.ec/luz_quintero.png,Inactivo
2263,U00002264,isabel.palacios@educacion.edu.ec,3806*2409,https://www.mcb.edu.ec/isabel_palacios.png,Activo
2264,U00002265,javier_rodríguez@educacion.edu.ec,9660*2460,https://www.mcb.edu.ec/javier_rodríguez.png,Inactivo
2265,U00002266,edilma_cardona@educacion.edu.ec,7518*3670,https://www.mcb.edu.ec/edilma_cardona.png,Inactivo
2266,U00002267,antonio.rincón@educacion.edu.ec,1996*6172,https://www.mcb.edu.ec/antonio_rincón.png,Inactivo
2267,U00002268,yeison.rojas@educacion.edu.ec,6393*2523,https://www.mcb.edu.ec/yeison_rojas.png,Activo
2268,U00002269,yesid_ortiz@educacion.edu.ec,4280*7698,https://www.mcb.edu.ec/yesid_ortiz.png,Activo
2269,U00002270,andrés_moreno@educacion.edu.ec,5672*9642,https://www.mcb.edu.ec/andrés_moreno.png,Activo
2270,U00002271,milena_ortiz@educacion.edu.ec,6903*1132,https://www.mcb.edu.ec/milena_ortiz.png,Inactivo
2271,U00002272,maría_castillo@educacion.edu.ec,6718*2641,https://www.mcb.edu.ec/maría_castillo.png,Activo
2272,U00002273,juan.rodríguez@educacion.edu.ec,5354*4974,https://www.mcb.edu.ec/juan_rodríguez.png,Inactivo
2273,U00002274,eduardo.montoya@educacion.edu.ec,6567*5471,https://www.mcb.edu.ec/eduardo_montoya.png,Activo
