,IdE,NombreE,ApellidoE,FechaNacE,EdadE,GeneroE
1373,E00001374,Hernán,Estrada,2018-05-01,4,Masculino
1374,E00001375,Joaquín,Ávila,2020-01-25,2,Masculino
1375,E00001376,Juan,Loaiza,2018-01-04,4,Masculino
1376,E00001377,Irma,Bonilla,2020-02-05,2,Femenino
1377,E00001378,Jesús,Villa,2018-10-20,4,Masculino
1378,E00001379,Cecilia,Rivera,2017-11-07,5,Femenino
1379,E00001380,Jhon,Hernández,2020-04-21,2,Masculino
1380,E00001381,María,Cortés,2018-10-30,4,Femenino
1381,E00001382,Jesús,Ayala,2019-07-22,3,Masculino
1382,E00001383,Carlos,Cruz,2018-03-04,4,Masculino
1383,E00001384,Felipe,Caicedo,2020-06-02,2,Masculino
1384,E00001385,Enrique,Padilla,2020-06-18,2,Masculino
1385,E00001386,Ivonne,Ortega,2019-02-09,3,Femenino
1386,E00001387,María,Cortés,2018-01-01,4,Femenino
1387,E00001388,Leidy,Hoyos,2019-02-07,3,Femenino
1388,E00001389,Jhon,Ramírez,2019-01-20,3,Masculino
1389,E00001390,Andrés,Contreras,2018-02-18,4,Masculino
1390,E00001391,Jaime,Londoño,2018-06-21,4,Masculino
1391,E00001392,Luz,Durán,2018-12-28,3,Femenino
1392,E00001393,Esperanza,Toro,2018-12-16,3,Femenino
1393,E00001394,Alfonso,Forero,2018-01-04,4,Masculino
1394,E00001395,Faber,Rojas,2020-08-22,2,Masculino
1395,E00001396,Luis,Restrepo,2018-10-17,4,Masculino
1396,E00001397,Dayana,Uribe,2018-10-23,4,Femenino
1397,E00001398,Claudia,Arteaga,2019-10-18,3,Femenino
1398,E00001399,Esther,Barrera,2017-11-25,5,Femenino
1399,E00001400,Fabio,Cantillo,2019-03-31,3,Masculino
1400,E00001401,Álvaro,Marín,2018-10-10,4,Masculino
1401,E00001402,Carolina,Fajardo,2019-09-24,3,Femenino
1402,E00001403,Jonatan,Saavedra,2019-03-05,3,Masculino
1403,E00001404,María,Jiménez,2020-04-21,2,Femenino
1404,E00001405,Andrés,Rodríguez,2020-02-27,2,Masculino
1405,E00001406,Gina,Montenegro,2019-10-30,3,Femenino
1406,E00001407,Mateo,Sánchez,2019-02-25,3,Masculino
1407,E00001408,Antonio,Arroyo,2020-05-03,2,Masculino
1408,E00001409,Ángel,Hernández,2020-01-04,2,Masculino
1409,E00001410,Amparo,Rodríguez,2017-10-02,5,Femenino
1410,E00001411,Julio,Pardo,2018-05-27,4,Masculino
1411,E00001412,Roger,Serna,2020-05-10,2,Masculino
1412,E00001413,Alexander,Aguirre,2018-03-03,4,Masculino
1413,E00001414,Ángel,Parra,2019-03-01,3,Masculino
1414,E00001415,Willian,Rivas,2019-07-15,3,Masculino
1415,E00001416,Andrea,Uribe,2018-06-10,4,Femenino
1416,E00001417,Brayan,Vargas,2020-08-26,2,Masculino
1417,E00001418,Omaira,Castro,2019-09-27,3,Femenino
1418,E00001419,Carolina,Roa,2020-03-11,2,Femenino
1419,E00001420,Claudia,Velásquez,2019-05-19,3,Femenino
1420,E00001421,Carlos,Alarcón,2020-04-24,2,Masculino
1421,E00001422,Carlos,Sierra,2019-02-02,3,Masculino
1422,E00001423,Rocío,Corredor,2020-08-14,2,Femenino
1423,E00001424,Enrique,Cano,2019-05-08,3,Masculino
1424,E00001425,Andrés,Roa,2019-12-01,3,Masculino
1425,E00001426,María,Loaiza,2020-08-17,2,Femenino
1426,E00001427,Marina,Burbano,2019-03-24,3,Femenino
1427,E00001428,Patricia,Parra,2020-02-14,2,Femenino
1428,E00001429,Jhon,Montoya,2018-11-20,4,Masculino
1429,E00001430,José,Camacho,2019-06-26,3,Masculino
1430,E00001431,Johan,Angulo,2019-03-23,3,Masculino
1431,E00001432,Andrés,Espitia,2018-01-24,4,Masculino
1432,E00001433,María,Campo,2019-10-15,3,Femenino
1433,E00001434,Andrés,Jaimes,2017-10-29,5,Masculino
1434,E00001435,Nelson,Díaz,2020-07-12,2,Masculino
1435,E00001436,Harold,Barrera,2019-07-04,3,Masculino
1436,E00001437,Ronald,Ramírez,2017-09-12,5,Masculino
1437,E00001438,Germán,Herrera,2019-11-10,3,Masculino
1438,E00001439,María,Mendoza,2019-03-20,3,Femenino
1439,E00001440,Myriam,Jaramillo,2018-07-01,4,Femenino
1440,E00001441,Manuel,Arrieta,2017-10-19,5,Masculino
1441,E00001442,Teresa,Gutiérrez,2020-08-20,2,Femenino
1442,E00001443,Jair,Jaramillo,2019-09-08,3,Masculino
1443,E00001444,Jhon,Salgado,2020-08-19,2,Masculino
1444,E00001445,Reinaldo,Arévalo,2019-03-12,3,Masculino
1445,E00001446,Sindy,Amaya,2019-04-22,3,Femenino
1446,E00001447,Alexander,Oviedo,2018-04-14,4,Masculino
1447,E00001448,Andrés,Ochoa,2020-06-27,2,Masculino
1448,E00001449,Fredy,Gamboa,2019-02-16,3,Masculino
1449,E00001450,Maritza,Guzmán,2018-09-07,4,Femenino
1450,E00001451,Armando,Vargas,2018-09-19,4,Masculino
1451,E00001452,Magnolia,Gamboa,2019-02-27,3,Femenino
1452,E00001453,David,Ramos,2018-01-03,4,Masculino
1453,E00001454,Jesús,Narváez,2018-10-15,4,Masculino
1454,E00001455,Simón,Rodríguez,2018-06-10,4,Masculino
1455,E00001456,Astrid,Guzmán,2017-12-18,4,Femenino
1456,E00001457,Francy,Henao,2018-08-25,4,Femenino
1457,E00001458,Cecilia,Castellanos,2017-12-06,4,Femenino
1458,E00001459,Miguel,Ortiz,2018-07-02,4,Masculino
1459,E00001460,Luis,García,2019-11-15,3,Masculino
1460,E00001461,Teresa,Mejía,2019-01-13,3,Femenino
1461,E00001462,Diana,Pérez,2020-02-01,2,Femenino
1462,E00001463,Christian,Duarte,2019-12-03,3,Masculino
1463,E00001464,Luis,Bravo,2018-11-01,4,Masculino
1464,E00001465,Martha,Cáceres,2019-03-08,3,Femenino
1465,E00001466,Inés,León,2018-01-15,4,Femenino
1466,E00001467,Jimmy,Córdoba,2018-12-24,3,Masculino
1467,E00001468,Jesús,Polo,2018-05-02,4,Masculino
1468,E00001469,Augusto,Cardona,2017-11-13,5,Masculino
1469,E00001470,Carlos,Ruiz,2018-09-26,4,Masculino
1470,E00001471,Edgar,Chaparro,2019-10-14,3,Masculino
1471,E00001472,Carlos,Ruiz,2019-07-19,3,Masculino
1472,E00001473,Alba,Delgado,2020-03-04,2,Femenino
1473,E00001474,Yudy,Garzón,2019-02-05,3,Femenino
1474,E00001475,Lorena,Méndez,2018-10-03,4,Femenino
1475,E00001476,Betty,Sánchez,2019-04-01,3,Femenino
1476,E00001477,Javier,Sánchez,2017-10-18,5,Masculino
1477,E00001478,Carolina,Moreno,2018-09-19,4,Femenino
1478,E00001479,Eduardo,Quintero,2019-07-06,3,Masculino
1479,E00001480,Yaneth,Arroyo,2017-12-19,4,Femenino
1480,E00001481,Elizabeth,Bustos,2018-05-25,4,Femenino
1481,E00001482,Nelson,Valencia,2020-07-03,2,Masculino
1482,E00001483,Iván,Marín,2019-05-26,3,Masculino
1483,E00001484,Jefferson,Ruiz,2018-03-31,4,Masculino
1484,E00001485,Jorge,Mosquera,2017-12-12,4,Masculino
1485,E00001486,Fernanda,Ángel,2018-02-14,4,Femenino
1486,E00001487,Carlos,Alarcón,2019-11-10,3,Masculino
1487,E00001488,Esperanza,Ruiz,2020-01-10,2,Femenino
1488,E00001489,Rosalba,Sarmiento,2018-10-15,4,Femenino
1489,E00001490,Isabel,Acevedo,2020-03-22,2,Femenino
1490,E00001491,Bertha,Burgos,2019-10-03,3,Femenino
1491,E00001492,Mauricio,Sánchez,2019-08-31,3,Masculino
1492,E00001493,Elkin,Salas,2018-02-04,4,Masculino
1493,E00001494,Kevin,Álvarez,2018-04-27,4,Masculino
1494,E00001495,Alba,Rojas,2018-12-08,3,Femenino
1495,E00001496,Juan,Osorio,2018-12-10,3,Masculino
1496,E00001497,Paulo,Restrepo,2017-09-24,5,Masculino
1497,E00001498,José,Orjuela,2019-08-03,3,Masculino
1498,E00001499,Carlos,Ortega,2019-08-14,3,Masculino
1499,E00001500,Alex,Gil,2018-08-13,4,Masculino
1500,E00001501,Jair,Padilla,2018-09-04,4,Masculino
1501,E00001502,Andrés,Rodríguez,2019-11-17,3,Masculino
1502,E00001503,Edwin,Maldonado,2018-10-23,4,Masculino
1503,E00001504,María,Salazar,2019-09-14,3,Femenino
1504,E00001505,Víctor,Pérez,2018-06-03,4,Masculino
1505,E00001506,Johan,Medina,2019-10-02,3,Masculino
1506,E00001507,Alonso,Torres,2018-08-17,4,Masculino
1507,E00001508,Pedro,Herrera,2018-08-20,4,Masculino
1508,E00001509,Hernán,Tovar,2018-11-19,4,Masculino
1509,E00001510,Humberto,Monroy,2019-10-11,3,Masculino
1510,E00001511,María,Mena,2018-04-02,4,Femenino
1511,E00001512,Carlos,Lozano,2020-03-15,2,Masculino
1512,E00001513,Jesús,Garzón,2019-08-13,3,Masculino
1513,E00001514,Luis,Hernández,2019-03-08,3,Masculino
1514,E00001515,Luis,Ríos,2018-10-03,4,Masculino
1515,E00001516,Johanna,Ruiz,2019-05-23,3,Femenino
1516,E00001517,Antonio,León,2018-01-27,4,Masculino
1517,E00001518,Mauricio,Alvarado,2020-06-21,2,Masculino
1518,E00001519,Patricia,Vélez,2018-08-31,4,Femenino
1519,E00001520,Esperanza,Cardona,2020-07-01,2,Femenino
1520,E00001521,Luz,Gutiérrez,2020-07-26,2,Femenino
1521,E00001522,Lucía,Rodríguez,2017-12-22,4,Femenino
1522,E00001523,Sandra,Sánchez,2019-09-13,3,Femenino
1523,E00001524,Elizabeth,Loaiza,2019-09-17,3,Femenino
1524,E00001525,Alba,García,2019-12-09,2,Femenino
1525,E00001526,Albeiro,Castro,2019-12-16,2,Masculino
1526,E00001527,Jhony,Vergara,2019-05-07,3,Masculino
1527,E00001528,Daniel,Díaz,2019-12-16,2,Masculino
1528,E00001529,Milena,Romero,2017-10-24,5,Femenino
1529,E00001530,Osvaldo,Parra,2018-01-23,4,Masculino
1530,E00001531,Gabriel,Lozano,2019-04-05,3,Masculino
1531,E00001532,Yulieth,Villa,2017-11-11,5,Femenino
1532,E00001533,Harold,Ordóñez,2020-04-03,2,Masculino
1533,E00001534,Mery,Guerrero,2019-12-25,2,Femenino
1534,E00001535,Dolly,Pacheco,2018-09-28,4,Femenino
1535,E00001536,Tulio,Mejía,2017-12-11,4,Masculino
1536,E00001537,Andrea,Soto,2017-09-07,5,Femenino
1537,E00001538,Edgar,Rincón,2018-01-01,4,Masculino
1538,E00001539,Freddy,Chaparro,2018-09-18,4,Masculino
1539,E00001540,Yésica,Núñez,2019-07-20,3,Femenino
1540,E00001541,Nubia,Gallego,2018-12-20,3,Femenino
1541,E00001542,Lidia,Salazar,2019-07-07,3,Femenino
1542,E00001543,Elizabeth,Blanco,2018-05-15,4,Femenino
1543,E00001544,Paula,Calderón,2019-11-06,3,Femenino
1544,E00001545,Clara,Mendoza,2019-01-25,3,Femenino
1545,E00001546,Lilia,Salas,2019-08-04,3,Femenino
1546,E00001547,Hernando,Ospina,2017-12-30,4,Masculino
1547,E00001548,José,García,2018-01-07,4,Masculino
1548,E00001549,José,Rodríguez,2018-04-29,4,Masculino
1549,E00001550,Juan,León,2018-12-28,3,Masculino
1550,E00001551,Julio,Manrique,2019-03-25,3,Masculino
1551,E00001552,Dario,Vargas,2019-04-27,3,Masculino
1552,E00001553,Jesús,Díaz,2017-10-12,5,Masculino
1553,E00001554,Herney,Guzmán,2019-08-31,3,Masculino
1554,E00001555,Alexis,Amaya,2019-05-22,3,Masculino
1555,E00001556,Orlando,Guerra,2019-07-04,3,Masculino
1556,E00001557,Luis,Sanabria,2019-03-20,3,Masculino
1557,E00001558,Luis,Gómez,2018-02-26,4,Masculino
1558,E00001559,Humberto,Martínez,2018-03-05,4,Masculino
1559,E00001560,Gloria,Mora,2018-06-07,4,Femenino
1560,E00001561,Liliana,García,2018-10-23,4,Femenino
1561,E00001562,Luis,Molano,2019-06-24,3,Masculino
1562,E00001563,Andrey,Rodríguez,2020-08-07,2,Masculino
1563,E00001564,Aurora,Espitia,2019-01-15,3,Femenino
1564,E00001565,José,Acevedo,2018-01-13,4,Masculino
1565,E00001566,Luisa,Serna,2019-10-18,3,Femenino
1566,E00001567,Elena,Ramírez,2017-12-01,5,Femenino
1567,E00001568,Diana,Reyes,2018-10-16,4,Femenino
1568,E00001569,Augusto,Hernández,2019-11-22,3,Masculino
1569,E00001570,Eugenia,Quiroz,2019-04-26,3,Femenino
1570,E00001571,José,Quintero,2019-08-31,3,Masculino
1571,E00001572,Sebastián,Álvarez,2019-06-30,3,Masculino
1572,E00001573,Diego,Torres,2018-03-30,4,Masculino
1573,E00001574,Beatriz,Zapata,2019-04-25,3,Femenino
1574,E00001575,Antonio,Vergara,2019-02-23,3,Masculino
1575,E00001576,Miguel,Medina,2017-10-21,5,Masculino
1576,E00001577,José,Guerrero,2019-10-21,3,Masculino
1577,E00001578,Jorge,Salazar,2020-01-03,2,Masculino
1578,E00001579,Luz,Ramírez,2018-01-06,4,Femenino
1579,E00001580,Fabián,Guerra,2018-09-10,4,Masculino
1580,E00001581,Marleny,López,2017-10-09,5,Femenino
1581,E00001582,Antonio,Palacios,2018-04-11,4,Masculino
1582,E00001583,Ana,Caballero,2018-01-26,4,Femenino
1583,E00001584,Alberto,Anaya,2017-09-19,5,Masculino
1584,E00001585,Rafael,Restrepo,2020-07-07,2,Masculino
1585,E00001586,Luis,Galvis,2020-06-21,2,Masculino
1586,E00001587,Felipe,Gutiérrez,2020-03-22,2,Masculino
1587,E00001588,Patricia,Alarcón,2020-05-24,2,Femenino
1588,E00001589,Denis,Peña,2019-12-10,2,Femenino
1589,E00001590,Daniel,Parra,2020-03-25,2,Masculino
1590,E00001591,Amparo,Castaño,2020-04-03,2,Femenino
1591,E00001592,Elías,Mora,2020-01-31,2,Masculino
1592,E00001593,Alberto,Zapata,2019-08-04,3,Masculino
1593,E00001594,Edwin,Rodríguez,2019-12-02,3,Masculino
1594,E00001595,Jhon,Benavides,2019-02-28,3,Masculino
1595,E00001596,Leidy,Giraldo,2018-09-12,4,Femenino
1596,E00001597,José,Domínguez,2018-08-09,4,Masculino
1597,E00001598,Luz,Rivas,2018-05-03,4,Femenino
1598,E00001599,Carolina,Ramírez,2017-10-23,5,Femenino
1599,E00001600,John,Betancur,2018-07-06,4,Masculino
1600,E00001601,Fabián,Ramírez,2019-12-03,3,Masculino
1601,E00001602,Adriana,Melo,2017-10-19,5,Femenino
1602,E00001603,Oswaldo,Ramírez,2018-12-01,4,Masculino
1603,E00001604,Ancizar,Orjuela,2020-08-07,2,Masculino
1604,E00001605,Edinson,García,2019-09-01,3,Masculino
1605,E00001606,Alejandro,Orozco,2018-08-09,4,Masculino
1606,E00001607,Omaira,Barbosa,2020-08-30,2,Femenino
1607,E00001608,Liliana,Vargas,2018-10-22,4,Femenino
1608,E00001609,Karen,Guzmán,2020-08-26,2,Femenino
1609,E00001610,Ramiro,Martínez,2019-07-06,3,Masculino
1610,E00001611,Carlos,Hernández,2017-12-17,4,Masculino
1611,E00001612,Gladys,Vanegas,2020-07-22,2,Femenino
1612,E00001613,Alejandra,Pérez,2020-07-05,2,Femenino
1613,E00001614,Carlos,Vanegas,2019-07-04,3,Masculino
1614,E00001615,Nelson,Lozano,2018-11-04,4,Masculino
1615,E00001616,David,Medina,2018-11-09,4,Masculino
1616,E00001617,Daniela,Navarro,2019-04-12,3,Femenino
1617,E00001618,Andrés,Álvarez,2019-09-08,3,Masculino
1618,E00001619,Joaquín,Portilla,2017-11-08,5,Masculino
1619,E00001620,Anderson,Trujillo,2018-04-07,4,Masculino
1620,E00001621,Isabel,González,2019-07-05,3,Femenino
1621,E00001622,Patricia,Muñoz,2019-04-10,3,Femenino
1622,E00001623,Lina,Contreras,2020-08-09,2,Femenino
1623,E00001624,Miguel,Espitia,2018-10-30,4,Masculino
1624,E00001625,Domingo,Delgado,2017-12-30,4,Masculino
1625,E00001626,Manuel,Montenegro,2020-02-07,2,Masculino
1626,E00001627,María,López,2018-11-24,4,Femenino
1627,E00001628,Emma,Gutiérrez,2020-05-02,2,Femenino
1628,E00001629,Jorge,Rodríguez,2020-01-26,2,Masculino
1629,E00001630,María,Ruiz,2017-09-04,5,Femenino
1630,E00001631,Diana,Castaño,2018-12-18,3,Femenino
1631,E00001632,Fabio,Pineda,2017-10-21,5,Masculino
1632,E00001633,Omar,Patiño,2019-07-10,3,Masculino
1633,E00001634,Mary,Miranda,2019-04-23,3,Femenino
1634,E00001635,Carlos,Álvarez,2018-10-07,4,Masculino
1635,E00001636,Andrés,Ojeda,2019-11-26,3,Masculino
1636,E00001637,Isabel,García,2019-11-12,3,Femenino
1637,E00001638,Luis,Arango,2019-06-03,3,Masculino
1638,E00001639,Gloria,Martínez,2018-03-21,4,Femenino
1639,E00001640,Felipe,Ballesteros,2017-09-03,5,Masculino
1640,E00001641,Julio,Rodríguez,2017-10-27,5,Masculino
1641,E00001642,Luis,Alarcón,2020-04-21,2,Masculino
1642,E00001643,Andrés,Rengifo,2018-08-28,4,Masculino
1643,E00001644,Verónica,Ríos,2020-07-21,2,Femenino
1644,E00001645,Felipe,Henao,2017-10-09,5,Masculino
1645,E00001646,Omar,Ramos,2020-01-16,2,Masculino
1646,E00001647,Ana,Andrade,2018-07-16,4,Femenino
1647,E00001648,Stiven,Londoño,2017-09-02,5,Masculino
1648,E00001649,Alberto,Orozco,2020-04-04,2,Masculino
1649,E00001650,Felipe,Hernández,2020-07-29,2,Masculino
1650,E00001651,Ricardo,Londoño,2019-05-24,3,Masculino
1651,E00001652,Wilmer,Garzón,2019-02-13,3,Masculino
1652,E00001653,José,Ospina,2017-11-19,5,Masculino
1653,E00001654,Danny,Bohórquez,2019-07-23,3,Masculino
1654,E00001655,Cristina,García,2020-07-14,2,Femenino
1655,E00001656,Humberto,Herrera,2018-01-09,4,Masculino
1656,E00001657,Carmen,Jiménez,2018-08-30,4,Femenino
1657,E00001658,Claudia,Rentería,2018-03-21,4,Femenino
1658,E00001659,Derly,Rodríguez,2020-07-07,2,Femenino
1659,E00001660,Magdalena,Martínez,2019-08-22,3,Femenino
1660,E00001661,Luisa,Rodríguez,2018-11-25,4,Femenino
1661,E00001662,Fernando,Suárez,2019-06-27,3,Masculino
1662,E00001663,Cecilia,Morales,2019-01-23,3,Femenino
1663,E00001664,Jimena,Reyes,2020-06-20,2,Femenino
1664,E00001665,Camilo,Guerrero,2018-01-24,4,Masculino
1665,E00001666,Mayra,Salcedo,2019-04-27,3,Femenino
1666,E00001667,Néstor,Bedoya,2019-08-18,3,Masculino
1667,E00001668,Karen,Mejía,2018-11-03,4,Femenino
1668,E00001669,Jaime,Sánchez,2019-02-23,3,Masculino
1669,E00001670,Jaime,Rivera,2019-04-07,3,Masculino
1670,E00001671,Carlos,Zapata,2018-07-04,4,Masculino
1671,E00001672,Miguel,Ruiz,2017-12-10,4,Masculino
1672,E00001673,Lucía,García,2017-10-10,5,Femenino
1673,E00001674,Rodolfo,Rivera,2019-12-07,2,Masculino
1674,E00001675,Emilia,Gómez,2020-08-09,2,Femenino
1675,E00001676,María,Muñoz,2019-10-05,3,Femenino
1676,E00001677,Yenny,Beltrán,2019-03-19,3,Femenino
1677,E00001678,Luisa,Correa,2020-07-29,2,Femenino
1678,E00001679,Alejandro,Gutiérrez,2020-05-27,2,Masculino
1679,E00001680,Jorge,Buitrago,2018-11-30,4,Masculino
1680,E00001681,María,Reyes,2018-05-10,4,Femenino
1681,E00001682,Inés,Carrillo,2020-03-02,2,Femenino
1682,E00001683,Roberto,Hernández,2018-10-05,4,Masculino
1683,E00001684,Víctor,Cano,2018-02-20,4,Masculino
1684,E00001685,William,Escobar,2019-04-03,3,Masculino
1685,E00001686,Omaira,Herrera,2018-08-09,4,Femenino
1686,E00001687,Alberto,López,2020-07-02,2,Masculino
1687,E00001688,Abel,Ortiz,2019-07-19,3,Masculino
1688,E00001689,Mauricio,Guzmán,2019-06-19,3,Masculino
1689,E00001690,Eugenia,Gómez,2019-02-24,3,Femenino
1690,E00001691,David,Rincón,2019-11-06,3,Masculino
1691,E00001692,Daniela,Fuentes,2017-09-21,5,Femenino
1692,E00001693,Luz,Bernal,2018-09-08,4,Femenino
1693,E00001694,César,Chávez,2020-08-03,2,Masculino
1694,E00001695,María,Hurtado,2017-10-27,5,Femenino
1695,E00001696,David,Beltrán,2019-05-17,3,Masculino
1696,E00001697,Lucía,Vera,2018-09-20,4,Femenino
1697,E00001698,Adela,Núñez,2019-03-09,3,Femenino
1698,E00001699,Jorge,Ávila,2018-07-23,4,Masculino
1699,E00001700,Andrés,Rincón,2019-06-13,3,Masculino
1700,E00001701,Patricia,Castro,2018-06-24,4,Femenino
1701,E00001702,Kevin,Riascos,2019-08-29,3,Masculino
1702,E00001703,Víctor,Osorio,2018-10-04,4,Masculino
1703,E00001704,María,Páez,2020-01-04,2,Femenino
1704,E00001705,María,Bernal,2020-07-26,2,Femenino
1705,E00001706,Arturo,Durán,2019-11-19,3,Masculino
1706,E00001707,Jessica,Salazar,2017-10-12,5,Femenino
1707,E00001708,Jorge,Arboleda,2019-01-15,3,Masculino
1708,E00001709,Adolfo,Serrano,2017-12-27,4,Masculino
1709,E00001710,Nel,Alfonso,2018-04-21,4,Masculino
1710,E00001711,Paola,Ramírez,2019-04-13,3,Femenino
1711,E00001712,Maira,Rentería,2019-08-14,3,Femenino
1712,E00001713,Enrique,Díaz,2018-01-10,4,Masculino
1713,E00001714,Felipe,Orjuela,2018-01-01,4,Masculino
1714,E00001715,José,Alzate,2018-05-03,4,Masculino
1715,E00001716,Miriam,Alvarado,2017-10-28,5,Femenino
1716,E00001717,David,Medina,2020-02-08,2,Masculino
1717,E00001718,Marisol,Murillo,2020-01-17,2,Femenino
1718,E00001719,Hernando,Cáceres,2019-11-24,3,Masculino
1719,E00001720,Consuelo,Henao,2018-11-03,4,Femenino
1720,E00001721,Ángel,Parra,2019-12-14,2,Masculino
1721,E00001722,Andrés,Díaz,2019-06-22,3,Masculino
1722,E00001723,Alfonso,Rodríguez,2020-07-03,2,Masculino
1723,E00001724,Gilberto,Correa,2020-05-31,2,Masculino
1724,E00001725,Diego,Martínez,2020-07-26,2,Masculino
1725,E00001726,Andrés,Perdomo,2020-02-24,2,Masculino
1726,E00001727,Héctor,Muñoz,2019-03-18,3,Masculino
1727,E00001728,Milena,Jiménez,2020-08-09,2,Femenino
1728,E00001729,Yesid,Vargas,2019-01-13,3,Masculino
1729,E00001730,Eduardo,Muñoz,2018-05-06,4,Masculino
1730,E00001731,Dario,Agudelo,2019-06-16,3,Masculino
1731,E00001732,César,Vargas,2018-09-28,4,Masculino
1732,E00001733,Iván,Corredor,2020-05-22,2,Masculino
1733,E00001734,Moisés,Torres,2019-01-26,3,Masculino
1734,E00001735,Raúl,García,2019-04-07,3,Masculino
1735,E00001736,Hernando,Marín,2019-04-06,3,Masculino
1736,E00001737,Leidy,Fajardo,2019-05-31,3,Femenino
1737,E00001738,Juan,Rojas,2020-03-09,2,Masculino
1738,E00001739,Augusto,Murillo,2018-08-23,4,Masculino
1739,E00001740,Andrés,Suárez,2019-11-19,3,Masculino
1740,E00001741,David,Gómez,2018-12-25,3,Masculino
1741,E00001742,Víctor,Toro,2019-11-15,3,Masculino
1742,E00001743,María,García,2019-06-08,3,Femenino
1743,E00001744,Paola,Fernández,2017-09-05,5,Femenino
1744,E00001745,Orlando,Barragán,2020-05-20,2,Masculino
1745,E00001746,Pedro,Duarte,2020-06-15,2,Masculino
1746,E00001747,Carlos,García,2018-04-29,4,Masculino
1747,E00001748,José,Arenas,2017-11-21,5,Masculino
1748,E00001749,Marina,Contreras,2019-04-20,3,Femenino
1749,E00001750,Elizabeth,Angarita,2018-05-20,4,Femenino
1750,E00001751,Sebastián,Quintero,2019-04-27,3,Masculino
1751,E00001752,Jhon,Jiménez,2018-07-09,4,Masculino
1752,E00001753,María,Cortés,2020-03-19,2,Femenino
1753,E00001754,Mireya,Quintero,2018-10-03,4,Femenino
1754,E00001755,Julieth,Aguirre,2020-02-10,2,Femenino
1755,E00001756,Andrés,Hurtado,2018-11-22,4,Masculino
1756,E00001757,Claudia,Gil,2019-11-16,3,Femenino
1757,E00001758,Henry,Jaramillo,2019-08-09,3,Masculino
1758,E00001759,Diana,Arévalo,2018-01-09,4,Femenino
1759,E00001760,Samir,Bolaños,2018-04-16,4,Masculino
1760,E00001761,José,Parra,2019-06-23,3,Masculino
1761,E00001762,Carlos,Giraldo,2020-05-31,2,Masculino
1762,E00001763,Andrés,Chaparro,2019-01-10,3,Masculino
1763,E00001764,Milena,Martínez,2020-03-07,2,Femenino
1764,E00001765,Luis,Chaparro,2018-06-15,4,Masculino
1765,E00001766,Rosario,Zapata,2017-10-12,5,Femenino
1766,E00001767,Mario,Monsalve,2019-09-07,3,Masculino
1767,E00001768,Héctor,González,2018-09-18,4,Masculino
1768,E00001769,Tulia,Rodríguez,2018-11-10,4,Femenino
1769,E00001770,Daniel,Morales,2020-02-25,2,Masculino
1770,E00001771,Teresa,García,2019-06-04,3,Femenino
1771,E00001772,Javier,Salas,2018-09-01,4,Masculino
1772,E00001773,Jorge,Torres,2017-12-14,4,Masculino
1773,E00001774,Hernán,Córdoba,2019-05-28,3,Masculino
1774,E00001775,Julio,Salgado,2020-08-13,2,Masculino
1775,E00001776,Juan,Amaya,2018-11-25,4,Masculino
1776,E00001777,Ariel,Mendoza,2020-01-15,2,Masculino
1777,E00001778,Sebastián,Guerra,2018-03-16,4,Masculino
1778,E00001779,Gladys,García,2019-10-19,3,Femenino
1779,E00001780,Hernando,Buitrago,2018-11-08,4,Masculino
1780,E00001781,Luz,Rodríguez,2018-11-18,4,Femenino
1781,E00001782,Julio,Campo,2019-12-24,2,Masculino
1782,E00001783,Enrique,Ramos,2017-11-10,5,Masculino
1783,E00001784,Beatriz,Ramírez,2019-10-16,3,Femenino
1784,E00001785,Jaime,Mendoza,2018-02-06,4,Masculino
1785,E00001786,Camila,Salazar,2020-02-25,2,Femenino
1786,E00001787,Yolanda,Arango,2018-01-04,4,Femenino
1787,E00001788,José,García,2018-09-21,4,Masculino
1788,E00001789,Sandra,Gonzáles,2018-05-13,4,Femenino
1789,E00001790,María,Velásquez,2020-05-21,2,Femenino
1790,E00001791,Emma,Gómez,2020-06-14,2,Femenino
1791,E00001792,Gabriel,Reyes,2020-03-25,2,Masculino
1792,E00001793,Alfredo,Mosquera,2018-08-15,4,Masculino
1793,E00001794,Jorge,Cardona,2019-01-21,3,Masculino
1794,E00001795,Jenny,Angulo,2019-01-19,3,Femenino
1795,E00001796,Enrique,Delgado,2018-10-27,4,Masculino
1796,E00001797,Luz,Niño,2019-08-06,3,Femenino
1797,E00001798,Esteban,Rivera,2020-06-10,2,Masculino
1798,E00001799,Ana,León,2018-11-23,4,Femenino
1799,E00001800,Eduardo,Arango,2019-06-16,3,Masculino
1800,E00001801,Luis,Salas,2019-01-25,3,Masculino
1801,E00001802,Carlos,Sierra,2017-11-26,5,Masculino
1802,E00001803,Carlos,Arroyo,2017-10-13,5,Masculino
1803,E00001804,Jhon,Carvajal,2018-03-10,4,Masculino
1804,E00001805,Carlos,Fuentes,2019-07-18,3,Masculino
1805,E00001806,Jairo,Cuesta,2017-12-14,4,Masculino
1806,E00001807,Ángela,Ruiz,2020-05-10,2,Femenino
1807,E00001808,Armando,Uribe,2020-08-09,2,Masculino
1808,E00001809,Alirio,Buitrago,2018-01-20,4,Masculino
1809,E00001810,Efrain,Bohórquez,2018-10-06,4,Masculino
1810,E00001811,Gabriel,González,2018-12-22,3,Masculino
1811,E00001812,José,Prieto,2020-08-12,2,Masculino
